postcode,,,postcode_space,ua_name,installation_count,ev_count,panel_count,battery_add_on,battery_storage_capacity_kw,pv_installed_capacity_kw
BS166PZ,BS16,6PZ,BS16 6PZ,South Gloucestershire Council,SolarPanels,,8,1,7,3.32
BS70RJ,BS7,0RJ,BS7 0RJ,South Gloucestershire Council,SolarPanels,,7,0,,2.91
BS484YT,BS48,4YT,BS48 4YT,North Somerset Council,SolarPanels,,14,1,7,5.81
BS94LD,BS9,4LD,BS9 4LD,Bristol City Council,SolarPanels,,6,1,7,2.49
BS229PD,BS22,9PD,BS22 9PD,North Somerset Council,SolarPanels,,10,1,5,4.15
BS483HT,BS48,3HT,BS48 3HT,North Somerset Council,RetroFitBattery,,0,1,7,0.00
BS42JW,BS4,2JW,BS4 2JW,Bristol City Council,SolarPanels,,4,1,5,1.66
BS311JW,BS31,1JW,BS31 1JW,Bath and North East Somerset Council,SolarPanels,,14,1,7,5.81
BS105BJ,BS10,5BJ,BS10 5BJ,Bristol City Council,SolarPanels,,10,1,7,4.15
BS375TG,BS37,5TG,BS37 5TG,South Gloucestershire Council,SolarPanels,,8,1,5,3.32
BS482JN,BS48,2JN,BS48 2JN,North Somerset Council,SolarPanels,,6,1,5,2.49
BS67HR,BS6,7HR,BS6 7HR,Bristol City Council,SolarPanels,,10,1,12,4.15
BS94DE,BS9,4DE,BS9 4DE,Bristol City Council,SolarPanels,,6,1,5,2.49
BS494NF,BS49,4NF,BS49 4NF,North Somerset Council,SolarPanels,,16,1,7,6.64
BS353JB,BS35,3JB,BS35 3JB,South Gloucestershire Council,SolarPanels,,12,1,7,4.98
BS31LP,BS3,1LP,BS3 1LP,Bristol City Council,SolarPanels,,6,1,5,2.49
BS484RN,BS48,4RN,BS48 4RN,North Somerset Council,SolarPanels,,8,1,5,3.32
BS200BY,BS20,0BY,BS20 0BY,North Somerset Council,SolarPanels,,16,1,7,6.64
BS406PL,BS40,6PL,BS40 6PL,Bath and North East Somerset Council,RetroFitBattery,,0,1,5,0.00
BS353JA,BS35,3JA,BS35 3JA,South Gloucestershire Council,SolarPanels,,12,1,7,4.98
BS93HR,BS9,3HR,BS9 3HR,Bristol City Council,SolarPanels,,7,1,5,2.91
BS229AE,BS22,9AE,BS22 9AE,North Somerset Council,SolarPanels,,10,1,7,4.15
BS394BH,BS39,4BH,BS39 4BH,Bath and North East Somerset Council,SolarPanels,,12,0,,4.98
BS161WT,BS16,1WT,BS16 1WT,South Gloucestershire Council,SolarPanels,,8,1,12,3.32
BA22DU,BA2,2DU,BA2 2DU,Bath and North East Somerset Council,SolarPanels,,6,1,5,2.49
BS494LX,BS49,4LX,BS49 4LX,North Somerset Council,SolarPanels,,6,1,7,2.49
BS206EE,BS20,6EE,BS20 6EE,North Somerset Council,SolarPanels,,14,1,7,5.81
BS93ST,BS9,3ST,BS9 3ST,Bristol City Council,SolarPanels,,9,1,5,3.74
BS482XJ,BS48,2XJ,BS48 2XJ,North Somerset Council,SolarPanels,,12,1,5,4.98
BS35EB,BS3,5EB,BS3 5EB,Bristol City Council,SolarPanels,,7,1,12,2.91
BS482AR,BS48,2AR,BS48 2AR,North Somerset Council,SolarPanels,,7,1,7,2.91
BS226EQ,BS22,6EQ,BS22 6EQ,North Somerset Council,SolarPanels,,12,1,7,4.98
BS311QE,BS31,1QE,BS31 1QE,Bath and North East Somerset Council,SolarPanels,,14,1,12,5.81
BS313JJ,BS31,3JJ,BS31 3JJ,Bath and North East Somerset Council,SolarPanels,,10,1,7,4.15
BS309UB,BS30,9UB,BS30 9UB,South Gloucestershire Council,SolarPanels,,6,1,5,2.49
BS251LP,BS25,1LP,BS25 1LP,North Somerset Council,SolarPanels,,14,1,7,5.81
BS362QZ,BS36,2QZ,BS36 2QZ,South Gloucestershire Council,SolarPanels,,10,1,5,4.15
BS229BG,BS22,9BG,BS22 9BG,North Somerset Council,RetroFitBattery,,0,1,12,0.00
BA24NF,BA2,4NF,BA2 4NF,Bath and North East Somerset Council,SolarPanels,,6,1,5,2.49
BA13RL,BA1,3RL,BA1 3RL,Bath and North East Somerset Council,SolarPanels,,9,0,,3.74
BA32XU,BA3,2XU,BA3 2XU,Bath and North East Somerset Council,SolarPanels,,0,1,12,0.00
BS229AS,BS22,9AS,BS22 9AS,North Somerset Council,SolarPanels,,10,1,5,4.15
BS377QW,BS37,7QW,BS37 7QW,South Gloucestershire Council,SolarPanels,,6,1,5,2.49
BS35EU,BS3,5EU,BS3 5EU,Bristol City Council,RetroFitBattery,,0,1,12,0.00
BS226QW,BS22,6QW,BS22 6QW,North Somerset Council,SolarPanels,,8,1,5,3.32
BS94SU,BS9,4SU,BS9 4SU,Bristol City Council,SolarPanels,1,13,1,12,5.40
BS200EF,BS20,0EF,BS20 0EF,North Somerset Council,SolarPanels,1,9,1,7,3.74
BS494HN,BS49,4HN,BS49 4HN,North Somerset Council,SolarPanels,,14,1,12,5.81
BS229XD,BS22,9XD,BS22 9XD,North Somerset Council,SolarPanels,,4,1,5,1.66
BS208RH,BS20,8RH,BS20 8RH,North Somerset Council,SolarPanels,,10,1,5,4.15
BS311AJ,BS31,1AJ,BS31 1AJ,Bath and North East Somerset Council,SolarPanels,,8,1,5,3.32
BS311AJ,BS31,1AJ,BS31 1AJ,Bath and North East Somerset Council,SolarPanels,,8,1,5,3.32
BS35PA,BS3,5PA,BS3 5PA,Bristol City Council,SolarPanels,,8,1,7,3.32
BS78LD,BS7,8LD,BS7 8LD,Bristol City Council,SolarPanels,,6,1,5,2.49
BS296DG,BS29,6DG,BS29 6DG,North Somerset Council,RetroFitBattery,,0,1,7,0.00
BS396EN,BS39,6EN,BS39 6EN,Bath and North East Somerset Council,RetroFitBattery,,0,1,5,0.00
BS206YN,BS20,6YN,BS20 6YN,North Somerset Council,SolarPanels,,12,1,7,4.98
BS320BW,BS32,0BW,BS32 0BW,South Gloucestershire Council,SolarPanels,,12,1,12,4.98
BS247GL,BS24,7GL,BS24 7GL,North Somerset Council,SolarPanels,,10,1,7,4.15
BS351FJ,BS35,1FJ,BS35 1FJ,South Gloucestershire Council,SolarPanels,,20,1,12,8.30
GL128LP,GL12,8LP,GL12 8LP,South Gloucestershire Council,RetroFitBattery,,0,1,7,0.00
BS78ND,BS7,8ND,BS7 8ND,Bristol City Council,SolarPanels,,10,1,7,4.15
BS78JJ,BS7,8JJ,BS7 8JJ,Bristol City Council,SolarPanels,,8,1,12,3.32
BA22ED,BA2,2ED,BA2 2ED,Bath and North East Somerset Council,SolarPanels,,9,1,12,3.74
BS352FR,BS35,2FR,BS35 2FR,South Gloucestershire Council,SolarPanels,,14,1,12,5.81
BS94DE,BS9,4DE,BS9 4DE,Bristol City Council,SolarPanels,,8,1,5,3.32
BS406BH,BS40,6BH,BS40 6BH,Bath and North East Somerset Council,SolarPanels,,12,1,5,4.98
BS324EZ,BS32,4EZ,BS32 4EZ,South Gloucestershire Council,SolarPanels,,12,1,7,4.98
BS94RY,BS9,4RY,BS9 4RY,Bristol City Council,SolarPanels,,11,1,12,4.57
BS105AZ,BS10,5AZ,BS10 5AZ,Bristol City Council,SolarPanels,,11,1,5,4.57
BS162RP,BS16,2RP,BS16 2RP,South Gloucestershire Council,SolarPanels,,8,1,7,3.32
BS79EB,BS7,9EB,BS7 9EB,Bristol City Council,SolarPanels,,7,1,5,2.91
BS217HZ,BS21,7HZ,BS21 7HZ,North Somerset Council,SolarPanels,,14,1,7,5.81
BA21HU,BA2,1HU,BA2 1HU,Bath and North East Somerset Council,SolarPanels,,8,1,7,3.32
BA25DW,BA2,5DW,BA2 5DW,Bath and North East Somerset Council,SolarPanels,,12,1,7,4.98
BS312FZ,BS31,2FZ,BS31 2FZ,Bath and North East Somerset Council,SolarPanels,,12,0,,4.98
BS306AA,BS30,6AA,BS30 6AA,South Gloucestershire Council,SolarPanels,,6,1,5,2.49
BS166AW,BS16,6AW,BS16 6AW,South Gloucestershire Council,SolarPanels,,21,1,7,8.72
BA23NF,BA2,3NF,BA2 3NF,Bath and North East Somerset Council,SolarPanels,,8,1,5,3.32
BS227XH,BS22,7XH,BS22 7XH,North Somerset Council,SolarPanels,,12,1,5,4.98
BS495JQ,BS49,5JQ,BS49 5JQ,North Somerset Council,RetroFitBattery,,0,1,7,0.00
BS208BZ,BS20,8BZ,BS20 8BZ,North Somerset Council,SolarPanels,,14,1,7,5.81
BS377LD,BS37,7LD,BS37 7LD,South Gloucestershire Council,SolarPanels,,8,1,5,3.32
BS483PQ,BS48,3PQ,BS48 3PQ,North Somerset Council,SolarPanels,,13,1,7,5.40
BS65AP,BS6,5AP,BS6 5AP,Bristol City Council,SolarPanels,,5,1,5,2.08
BS32DH,BS3,2DH,BS3 2DH,Bristol City Council,SolarPanels,,8,1,5,3.32
BA13LT,BA1,3LT,BA1 3LT,Bath and North East Somerset Council,SolarPanels,,10,1,5,4.15
BS483JN,BS48,3JN,BS48 3JN,North Somerset Council,SolarPanels,,12,1,7,4.98
BS45DJ,BS4,5DJ,BS4 5DJ,Bristol City Council,SolarPanels,,10,1,5,4.15
BS208HJ,BS20,8HJ,BS20 8HJ,North Somerset Council,SolarPanels,,12,1,7,4.98
BS377RB,BS37,7RB,BS37 7RB,South Gloucestershire Council,SolarPanels,,9,1,5,3.74
BS249JQ,BS24,9JQ,BS24 9JQ,North Somerset Council,SolarPanels,,12,1,7,4.98
BS93LE,BS9,3LE,BS9 3LE,Bristol City Council,SolarPanels,,8,1,7,3.32
BS67BD,BS6,7BD,BS6 7BD,Bristol City Council,SolarPanels,,9,1,7,3.74
BS376ND,BS37,6ND,BS37 6ND,South Gloucestershire Council,SolarPanels,,14,1,7,5.81
BS162QY,BS16,2QY,BS16 2QY,Bristol City Council,SolarPanels,,8,0,,3.32
BS311JP,BS31,1JP,BS31 1JP,Bath and North East Somerset Council,SolarPanels,,14,1,5,5.81
BS34RH,BS3,4RH,BS3 4RH,Bristol City Council,SolarPanels,,6,1,5,2.49
BS249LN,BS24,9LN,BS24 9LN,North Somerset Council,SolarPanels,,12,1,7,4.98
BS352EP,BS35,2EP,BS35 2EP,South Gloucestershire Council,SolarPanels,,12,1,7,4.98
BA32SB,BA3,2SB,BA3 2SB,Bath and North East Somerset Council,SolarPanels,,8,1,5,3.32
BS362AY,BS36,2AY,BS36 2AY,South Gloucestershire Council,SolarPanels,,12,1,5,4.98
BS313AA,BS31,3AA,BS31 3AA,Bath and North East Somerset Council,SolarPanels,,18,1,5,7.47
BS217BZ,BS21,7BZ,BS21 7BZ,North Somerset Council,SolarPanels,,14,1,12,5.81
BS92BQ,BS9,2BQ,BS9 2BQ,Bristol City Council,SolarPanels,,16,1,12,6.64
BS494LA,BS49,4LA,BS49 4LA,North Somerset Council,SolarPanels,,6,1,5,2.49
BS249NZ,BS24,9NZ,BS24 9NZ,North Somerset Council,SolarPanels,,8,1,5,3.32
BS229AX,BS22,9AX,BS22 9AX,North Somerset Council,SolarPanels,,10,1,7,4.15
BS105HY,BS10,5HY,BS10 5HY,Bristol City Council,SolarPanels,1,10,1,7,4.15
BS249JH,BS24,9JH,BS24 9JH,North Somerset Council,SolarPanels,,14,1,7,5.81
BS484RQ,BS48,4RQ,BS48 4RQ,North Somerset Council,SolarPanels,,16,1,7,6.64
BA14LN,BA1,4LN,BA1 4LN,Bath and North East Somerset Council,SolarPanels,,11,1,7,4.57
BS32DH,BS3,2DH,BS3 2DH,Bristol City Council,SolarPanels,,6,0,,2.49
BS35BP,BS3,5BP,BS3 5BP,Bristol City Council,SolarPanels,,9,1,7,3.74
BA27BA,BA2,7BA,BA2 7BA,Bath and North East Somerset Council,SolarPanels,,7,1,7,2.91
BS409YL,BS40,9YL,BS40 9YL,North Somerset Council,RetroFitBattery,,0,1,5,0.00
BS67BX,BS6,7BX,BS6 7BX,Bristol City Council,SolarPanels,1,12,1,7,4.98
BS65BS,BS6,5BS,BS6 5BS,Bristol City Council,SolarPanels,,7,1,5,2.91
BS94SA,BS9,4SA,BS9 4SA,Bristol City Council,SolarPanels,,10,1,7,4.15
BS216UF,BS21,6UF,BS21 6UF,North Somerset Council,SolarPanels,,10,1,7,4.15
BS484RD,BS48,4RD,BS48 4RD,North Somerset Council,SolarPanels,1,12,1,12,4.98
BA25AB,BA2,5AB,BA2 5AB,Bath and North East Somerset Council,SolarPanels,,7,1,5,2.91
BS483NL,BS48,3NL,BS48 3NL,North Somerset Council,SolarPanels,,9,1,7,3.74
BS484RQ,BS48,4RQ,BS48 4RQ,North Somerset Council,SolarPanels,,16,1,7,6.64
BS91DA,BS9,1DA,BS9 1DA,Bristol City Council,SolarPanels,,10,1,7,4.15
BS217SY,BS21,7SY,BS21 7SY,North Somerset Council,SolarPanels,,12,1,5,4.98
BS311RE,BS31,1RE,BS31 1RE,Bath and North East Somerset Council,SolarPanels,,8,1,7,3.32
BA20QE,BA2,0QE,BA2 0QE,Bath and North East Somerset Council,SolarPanels,,12,1,7,4.98
BS166AT,BS16,6AT,BS16 6AT,South Gloucestershire Council,SolarPanels,,9,1,5,3.74
BA13JR,BA1,3JR,BA1 3JR,Bath and North East Somerset Council,SolarPanels,,5,1,5,2.08
BS91RN,BS9,1RN,BS9 1RN,Bristol City Council,SolarPanels,,10,1,5,4.15
BS78QH,BS7,8QH,BS7 8QH,Bristol City Council,SolarPanels,1,6,1,5,2.49
BS494BU,BS49,4BU,BS49 4BU,North Somerset Council,SolarPanels,,11,1,7,4.57
BS163SR,BS16,3SR,BS16 3SR,Bristol City Council,SolarPanels,,5,1,7,2.08
BS165DF,BS16,5DF,BS16 5DF,South Gloucestershire Council,SolarPanels,,8,1,5,3.32
BA22UD,BA2,2UD,BA2 2UD,Bath and North East Somerset Council,SolarPanels,,7,1,5,2.91
BS79DJ,BS7,9DJ,BS7 9DJ,Bristol City Council,RetroFitBattery,,0,1,5,0.00
BS328EB,BS32,8EB,BS32 8EB,South Gloucestershire Council,RetroFitBattery,,0,1,5,0.00
BS162QJ,BS16,2QJ,BS16 2QJ,Bristol City Council,RetroFitBattery,,0,1,5,0.00
BS167DJ,BS16,7DJ,BS16 7DJ,South Gloucestershire Council,SolarPanels,,12,1,5,4.98
BS162AJ,BS16,2AJ,BS16 2AJ,Bristol City Council,SolarPanels,,5,0,,2.08
BS308HU,BS30,8HU,BS30 8HU,South Gloucestershire Council,SolarPanels,,10,1,7,4.15
BA29AR,BA2,9AR,BA2 9AR,Bath and North East Somerset Council,SolarPanels,,7,0,,2.91
BS419BP,BS41,9BP,BS41 9BP,North Somerset Council,SolarPanels,,5,1,5,2.08
BS43HH,BS4,3HH,BS4 3HH,Bristol City Council,SolarPanels,,10,1,7,4.15
BS208BY,BS20,8BY,BS20 8BY,North Somerset Council,SolarPanels,,11,1,7,4.57
BS65TP,BS6,5TP,BS6 5TP,Bristol City Council,SolarPanels,,8,1,5,3.32
BS232TT,BS23,2TT,BS23 2TT,North Somerset Council,SolarPanels,,10,1,5,4.15
BS348XQ,BS34,8XQ,BS34 8XQ,South Gloucestershire Council,SolarPanels,,13,1,5,5.40
BS418NN,BS41,8NN,BS41 8NN,Bath and North East Somerset Council,SolarPanels,,9,1,23,3.74
BS234JN,BS23,4JN,BS23 4JN,North Somerset Council,SolarPanels,,12,1,7,4.98
BA24RB,BA2,4RB,BA2 4RB,Bath and North East Somerset Council,SolarPanels,,6,1,7,2.49
BA14NQ,BA1,4NQ,BA1 4NQ,Bath and North East Somerset Council,SolarPanels,,16,1,7,6.64
BS151HG,BS15,1HG,BS15 1HG,Bristol City Council,SolarPanels,,9,1,7,3.74
BS494HU,BS49,4HU,BS49 4HU,North Somerset Council,SolarPanels,,10,1,5,4.15
BA17DD,BA1,7DD,BA1 7DD,Bath and North East Somerset Council,SolarPanels,,15,1,7,6.23
BA25BY,BA2,5BY,BA2 5BY,Bath and North East Somerset Council,SolarPanels,,13,1,7,5.40
BS42HF,BS4,2HF,BS4 2HF,Bristol City Council,RetroFitBattery,,0,1,5,0.00
BA25HP,BA2,5HP,BA2 5HP,Bath and North East Somerset Council,SolarPanels,,6,1,5,2.49
BA26RJ,BA2,6RJ,BA2 6RJ,Bath and North East Somerset Council,SolarPanels,,10,1,7,4.15
BS495HD,BS49,5HD,BS49 5HD,North Somerset Council,SolarPanels,,8,1,5,3.32
BA24HF,BA2,4HF,BA2 4HF,Bath and North East Somerset Council,RetroFitBattery,1,0,1,7,0.00
BS234RF,BS23,4RF,BS23 4RF,North Somerset Council,SolarPanels,,0,1,5,0.00
BS65TS,BS6,5TS,BS6 5TS,Bristol City Council,SolarPanels,,10,1,7,4.15
BS67UE,BS6,7UE,BS6 7UE,Bristol City Council,RetroFitBattery,,0,1,5,0.00
BS65JS,BS6,5JS,BS6 5JS,Bristol City Council,RetroFitBattery,,0,1,5,0.00
BS311HN,BS31,1HN,BS31 1HN,Bath and North East Somerset Council,SolarPanels,,8,1,7,3.32
BA17JW,BA1,7JW,BA1 7JW,Bath and North East Somerset Council,SolarPanels,,6,0,,2.49
BS200ET,BS20,0ET,BS20 0ET,North Somerset Council,RetroFitBattery,,0,1,14,0.00
BS105LJ,BS10,5LJ,BS10 5LJ,Bristol City Council,RetroFitBattery,,0,1,7,0.00
BS247EP,BS24,7EP,BS24 7EP,North Somerset Council,SolarPanels,,10,1,5,4.15
BS94DU,BS9,4DU,BS9 4DU,Bristol City Council,SolarPanels,,14,1,7,5.81
BS79BW,BS7,9BW,BS7 9BW,Bristol City Council,SolarPanels,,12,1,7,4.98
BS494AT,BS49,4AT,BS49 4AT,North Somerset Council,SolarPanels,,18,1,7,7.47
BS93RX,BS9,3RX,BS9 3RX,Bristol City Council,SolarPanels,,9,1,5,3.74
BS57DG,BS5,7DG,BS5 7DG,Bristol City Council,RetroFitBattery,,0,1,7,0.00
BS65JJ,BS6,5JJ,BS6 5JJ,Bristol City Council,RetroFitBattery,,0,1,5,0.00
BS78DA,BS7,8DA,BS7 8DA,Bristol City Council,SolarPanels,,6,1,5,2.49
BS419HX,BS41,9HX,BS41 9HX,North Somerset Council,SolarPanels,,10,1,5,4.15
BS377RR,BS37,7RR,BS37 7RR,South Gloucestershire Council,SolarPanels,,12,1,5,4.98
BS328AQ,BS32,8AQ,BS32 8AQ,South Gloucestershire Council,SolarPanels,1,10,1,7,4.15
BS494AW,BS49,4AW,BS49 4AW,North Somerset Council,SolarPanels,1,14,1,7,5.81
BS229RF,BS22,9RF,BS22 9RF,North Somerset Council,SolarPanels,,12,1,7,4.98
BS216AX,BS21,6AX,BS21 6AX,North Somerset Council,SolarPanels,,5,0,,2.08
BS351ES,BS35,1ES,BS35 1ES,South Gloucestershire Council,SolarPanels,,7,1,5,2.91
BS352DR,BS35,2DR,BS35 2DR,South Gloucestershire Council,SolarPanels,,10,0,,4.15
BA20LF,BA2,0LF,BA2 0LF,Bath and North East Somerset Council,RetroFitBattery,,0,1,7,0.00
BS247DD,BS24,7DD,BS24 7DD,North Somerset Council,SolarPanels,,14,1,7,5.81
BS78QF,BS7,8QF,BS7 8QF,Bristol City Council,RetroFitBattery,,0,1,5,0.00
BS94BZ,BS9,4BZ,BS9 4BZ,Bristol City Council,SolarPanels,,4,0,,1.66
BS207LW,BS20,7LW,BS20 7LW,North Somerset Council,SolarPanels,,11,1,5,4.57
BS91TT,BS9,1TT,BS9 1TT,Bristol City Council,SolarPanels,,10,1,7,4.15
BS494RE,BS49,4RE,BS49 4RE,North Somerset Council,SolarPanels,,10,1,7,4.15
BS162BY,BS16,2BY,BS16 2BY,Bristol City Council,SolarPanels,,4,1,5,1.66
BS419DL,BS41,9DL,BS41 9DL,North Somerset Council,SolarPanels,,10,1,5,4.15
BS484SY,BS48,4SY,BS48 4SY,North Somerset Council,SolarPanels,,10,0,,4.15
BS312FD,BS31,2FD,BS31 2FD,Bath and North East Somerset Council,SolarPanels,,14,1,7,5.81
BS207BG,BS20,7BG,BS20 7BG,North Somerset Council,SolarPanels,,12,1,7,4.98
BS165TB,BS16,5TB,BS16 5TB,South Gloucestershire Council,SolarPanels,1,15,1,12,6.23
BS482NB,BS48,2NB,BS48 2NB,North Somerset Council,SolarPanels,,8,1,5,3.32
BS217UB,BS21,7UB,BS21 7UB,North Somerset Council,SolarPanels,,12,1,7,4.98
BS207JU,BS20,7JU,BS20 7JU,North Somerset Council,SolarPanels,,8,1,5,3.32
BS227FN,BS22,7FN,BS22 7FN,North Somerset Council,SolarPanels,,21,1,7,8.72
BS158LW,BS15,8LW,BS15 8LW,South Gloucestershire Council,SolarPanels,,18,1,7,7.47
GL128LW,GL12,8LW,GL12 8LW,South Gloucestershire Council,SolarPanels,,12,1,7,4.98
BA24QH,BA2,4QH,BA2 4QH,Bath and North East Somerset Council,SolarPanels,,8,1,5,3.32
BA22DR,BA2,2DR,BA2 2DR,Bath and North East Somerset Council,SolarPanels,,9,1,7,3.74
BS482UG,BS48,2UG,BS48 2UG,North Somerset Council,SolarPanels,1,10,1,7,4.15
BS208DE,BS20,8DE,BS20 8DE,North Somerset Council,SolarPanels,,15,1,7,6.23
BS32PF,BS3,2PF,BS3 2PF,Bristol City Council,SolarPanels,,7,1,5,2.91
BA15AE,BA1,5AE,BA1 5AE,Bath and North East Somerset Council,SolarPanels,1,12,1,5,4.98
BS262XG,BS26,2XG,BS26 2XG,North Somerset Council,SolarPanels,,14,1,12,5.81
BS207LF,BS20,7LF,BS20 7LF,North Somerset Council,SolarPanels,,5,0,,2.08
BS484RN,BS48,4RN,BS48 4RN,North Somerset Council,SolarPanels,,10,1,7,4.15
BS162BZ,BS16,2BZ,BS16 2BZ,Bristol City Council,SolarPanels,,4,1,5,1.66
BS494JW,BS49,4JW,BS49 4JW,North Somerset Council,SolarPanels,,16,1,7,6.64
BS405DP,BS40,5DP,BS40 5DP,North Somerset Council,RetroFitBattery,,0,1,7,0.00
BS232SW,BS23,2SW,BS23 2SW,North Somerset Council,SolarPanels,,9,1,5,3.74
BS207HN,BS20,7HN,BS20 7HN,North Somerset Council,SolarPanels,,8,1,7,3.32
BS483HB,BS48,3HB,BS48 3HB,North Somerset Council,SolarPanels,1,10,1,7,4.15
BS79DH,BS7,9DH,BS7 9DH,Bristol City Council,SolarPanels,1,7,1,5,2.91
BA16DR,BA1,6DR,BA1 6DR,Bath and North East Somerset Council,RetroFitBattery,,0,1,5,0.00
BS353PA,BS35,3PA,BS35 3PA,South Gloucestershire Council,SolarPanels,,6,1,7,2.49
BS65JJ,BS6,5JJ,BS6 5JJ,Bristol City Council,SolarPanels,,9,1,7,3.74
BS495JQ,BS49,5JQ,BS49 5JQ,North Somerset Council,RetroFitBattery,,0,1,7,0.00
BS167NP,BS16,7NP,BS16 7NP,South Gloucestershire Council,SolarPanels,,10,1,7,4.15
BS206QT,BS20,6QT,BS20 6QT,North Somerset Council,SolarPanels,,12,1,5,4.98
BA20AX,BA2,0AX,BA2 0AX,Bath and North East Somerset Council,SolarPanels,,8,1,7,3.32
BS484YH,BS48,4YH,BS48 4YH,North Somerset Council,SolarPanels,,14,1,7,5.81
BS217JS,BS21,7JS,BS21 7JS,North Somerset Council,SolarPanels,,16,0,,6.64
BS153JJ,BS15,3JJ,BS15 3JJ,South Gloucestershire Council,SolarPanels,,9,0,,3.74
BS216TP,BS21,6TP,BS21 6TP,North Somerset Council,SolarPanels,,5,1,5,2.08
BS328GD,BS32,8GD,BS32 8GD,South Gloucestershire Council,SolarPanels,,12,1,7,4.98
BA17ES,BA1,7ES,BA1 7ES,Bath and North East Somerset Council,SolarPanels,,8,1,5,3.32
BS419NQ,BS41,9NQ,BS41 9NQ,North Somerset Council,SolarPanels,,10,1,7,4.15
BS94EJ,BS9,4EJ,BS9 4EJ,Bristol City Council,SolarPanels,,14,1,7,5.81
BS216EA,BS21,6EA,BS21 6EA,North Somerset Council,SolarPanels,,10,1,5,4.15
BS67DS,BS6,7DS,BS6 7DS,Bristol City Council,SolarPanels,1,12,1,7,4.98
BS481JL,BS48,1JL,BS48 1JL,North Somerset Council,SolarPanels,1,6,1,5,2.49
BS484ND,BS48,4ND,BS48 4ND,North Somerset Council,SolarPanels,,16,0,,6.64
BS208DE,BS20,8DE,BS20 8DE,North Somerset Council,RetroFitBattery,,0,1,7,0.00
BS348QY,BS34,8QY,BS34 8QY,South Gloucestershire Council,SolarPanels,,18,1,7,7.47
BA25EU,BA2,5EU,BA2 5EU,Bath and North East Somerset Council,SolarPanels,1,8,1,5,3.32
BS482DT,BS48,2DT,BS48 2DT,North Somerset Council,SolarPanels,,9,1,7,3.74
BS44HE,BS4,4HE,BS4 4HE,Bristol City Council,RetroFitBattery,,0,1,14,0.00
BS494RQ,BS49,4RQ,BS49 4RQ,North Somerset Council,SolarPanels,,12,1,7,4.98
BS495EZ,BS49,5EZ,BS49 5EZ,North Somerset Council,RetroFitBattery,,0,1,7,0.00
BA28AQ,BA2,8AQ,BA2 8AQ,Bath and North East Somerset Council,SolarPanels,,9,0,,3.74
BS405RR,BS40,5RR,BS40 5RR,North Somerset Council,SolarPanels,,8,1,5,3.32
BA20BQ,BA2,0BQ,BA2 0BQ,Bath and North East Somerset Council,SolarPanels,,8,1,5,3.32
BS313LA,BS31,3LA,BS31 3LA,Bath and North East Somerset Council,SolarPanels,,10,1,5,4.15
BS162HY,BS16,2HY,BS16 2HY,Bristol City Council,RetroFitBattery,,0,1,5,0.00
BS249TL,BS24,9TL,BS24 9TL,North Somerset Council,SolarPanels,,8,1,5,3.32
BS207HX,BS20,7HX,BS20 7HX,North Somerset Council,RetroFitBattery,,0,1,12,0.00
BS94AJ,BS9,4AJ,BS9 4AJ,Bristol City Council,SolarPanels,,6,1,5,2.49
BS70DB,BS7,0DB,BS7 0DB,Bristol City Council,SolarPanels,,8,1,7,3.32
BS229BT,BS22,9BT,BS22 9BT,North Somerset Council,SolarPanels,1,8,1,5,3.32
BS56RW,BS5,6RW,BS5 6RW,Bristol City Council,SolarPanels,,10,1,5,4.15
BS305BB,BS30,5BB,BS30 5BB,South Gloucestershire Council,SolarPanels,,12,1,7,4.98
BS200EE,BS20,0EE,BS20 0EE,North Somerset Council,RetroFitBattery,,0,1,5,0.00
BS395XQ,BS39,5XQ,BS39 5XQ,Bath and North East Somerset Council,RetroFitBattery,1,0,1,7,0.00
BA17JW,BA1,7JW,BA1 7JW,Bath and North East Somerset Council,SolarPanels,,10,1,5,4.15
BS320BP,BS32,0BP,BS32 0BP,South Gloucestershire Council,SolarPanels,,6,1,5,2.49
BS311NU,BS31,1NU,BS31 1NU,Bath and North East Somerset Council,SolarPanels,,10,0,,4.15
BS351FE,BS35,1FE,BS35 1FE,South Gloucestershire Council,RetroFitBattery,,0,1,7,0.00
BS78HR,BS7,8HR,BS7 8HR,Bristol City Council,RetroFitBattery,,0,1,5,0.00
BS70DA,BS7,0DA,BS7 0DA,Bristol City Council,SolarPanels,,7,1,7,2.91
BS165RE,BS16,5RE,BS16 5RE,South Gloucestershire Council,SolarPanels,,10,1,7,4.15
BS232RN,BS23,2RN,BS23 2RN,North Somerset Council,SolarPanels,,10,1,5,4.15
BS354PB,BS35,4PB,BS35 4PB,South Gloucestershire Council,SolarPanels,,8,1,5,3.32
BA20AW,BA2,0AW,BA2 0AW,Bath and North East Somerset Council,SolarPanels,,14,1,5,5.81
BS353TZ,BS35,3TZ,BS35 3TZ,South Gloucestershire Council,SolarPanels,,12,1,12,4.98
BS229TA,BS22,9TA,BS22 9TA,North Somerset Council,RetroFitBattery,,0,1,5,0.00
BA25QP,BA2,5QP,BA2 5QP,Bath and North East Somerset Council,SolarPanels,,5,1,5,2.08
BS482BD,BS48,2BD,BS48 2BD,North Somerset Council,SolarPanels,,6,1,5,2.49
BA16LU,BA1,6LU,BA1 6LU,Bath and North East Somerset Council,SolarPanels,,13,1,7,5.40
